language,id,name,region,country,gender,url
afrikaans,1,afrikaans1,virginia,south africa,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1
afrikaans,2,afrikaans2,pretoria,south africa,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2
afrikaans,418,afrikaans3,"pretoria, transvaal",south africa,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=418
afrikaans,1159,afrikaans4,pretoria,south africa,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1159
afrikaans,1432,afrikaans5,cape town,south africa,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1432
afrikaans,2527,afrikaans6,capetown,south africa,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2527
agni,3,agni1,diekabo,ivory coast,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3
akan,979,akan1,accra,ghana,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=979
akan,1977,ashanti1,accra,ghana,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1977
akan,167,fanti1,ajumako,ghana,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=167
akan,1511,fanti2,accra,ghana,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1511
akan,1863,fanti3,accra,ghana,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1863
akan,388,twi1,kumasi,ghana,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=388
akan,389,twi2,ajumako,ghana,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=389
akan,2214,twi3,dormaa,ghana,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2214
akan,1779,twi4,tema,ghana,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1779
akan,2001,twi5,"woodbridge, virginia",usa,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2001
akan,2138,twi6,kumasi,ghana,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2138
akan,2215,twi7,abidjan,ivory coast,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2215
akan,2604,twi8,accra,ghana,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2604
albanian,4,albanian1,prishtina,kosovo,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=4
albanian,5,albanian2,tirana,albania,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=5
albanian,458,albanian3,tirana,albania,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=458
albanian,868,albanian4,mitrovice,kosovo,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=868
albanian,946,albanian5,vlore,albania,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=946
albanian,1081,albanian6,prishtina,kosovo,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1081
albanian,1403,albanian7,prishtina,kosovo,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1403
albanian,1404,albanian8,prishtina,kosovo,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1404
albanian,1706,albanian9,tirana,albania,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1706
albanian,2289,albanian10,elbasan,albania,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2289
albanian,2316,albanian11,gjilan,kosovo,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2316
albanian,2690,albanian12,tirana,albania,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2690
albanian,2759,albanian13,durres,albania,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2759
albanian,2800,albanian14,tirana,albania,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2800
amazigh,601,amazigh1,tata,morocco,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=601
amazigh,1498,amazigh2,ouarzazat,morocco,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1498
american sign language,2388,american sign language1,"philadelphia, pennsylvania",usa,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2388
american sign language,2400,american sign language2,"new york, new york",usa,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2400
amharic,6,amharic1,addis ababa,ethiopia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=6
amharic,7,amharic2,arba minch,ethiopia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=7
amharic,8,amharic3,addis ababa,ethiopia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=8
amharic,9,amharic4,addis ababa,ethiopia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=9
amharic,10,amharic5,addis ababa,ethiopia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=10
amharic,985,amharic6,addis ababa,ethiopia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=985
amharic,989,amharic7,addis ababa,ethiopia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=989
amharic,990,amharic8,addis ababa,ethiopia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=990
amharic,991,amharic9,addis ababa,ethiopia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=991
amharic,998,amharic10,gonder,ethiopia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=998
amharic,1129,amharic11,addis ababa,ethiopia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1129
amharic,1130,amharic12,addis ababa,ethiopia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1130
amharic,1131,amharic13,addis ababa,ethiopia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1131
amharic,1515,amharic14,addis ababa,ethiopia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1515
amharic,1516,amharic15,addis ababa,ethiopia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1516
amharic,1854,amharic16,werder,ethiopia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1854
amharic,1906,amharic17,addis ababa,ethiopia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1906
amharic,2017,amharic18,addis ababa,ethiopia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2017
amharic,2132,amharic19,tefki,ethiopia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2132
amharic,2135,amharic20,addis ababa,ethiopia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2135
amharic,2255,amharic21,addis ababa,ethiopia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2255
amharic,2392,amharic22,addis ababa,ethiopia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2392
amharic,2583,amharic23,addis ababa,ethiopia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2583
amharic,2744,amharic24,addis ababa,ethiopia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2744
amharic,2821,amharic25,addis ababa,ethiopia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2821
amharic,2822,amharic26,addis ababa,ethiopia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2822
amharic,2830,amharic27,addis ababa,ethiopia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2830
arabic,11,arabic1,riyadh,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=11
arabic,16,arabic2,damascus,syria,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=16
arabic,17,arabic3,doha,qatar,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=17
arabic,18,arabic4,sharjah,united arab emirates,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=18
arabic,19,arabic5,casablanca,morocco,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=19
arabic,20,arabic6,sanaa,yemen,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=20
arabic,21,arabic7,casablanca,morocco,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=21
arabic,22,arabic8,casablanca,morocco,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=22
arabic,23,arabic9,jerusalem,israel,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=23
arabic,12,arabic10,cairo,egypt,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=12
arabic,13,arabic11,monastir,tunisia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=13
arabic,14,arabic12,baghdad,iraq,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=14
arabic,15,arabic13,zabbougha,lebanon,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=15
arabic,428,arabic14,amman,jordan,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=428
arabic,437,arabic15,qayrawan,tunisia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=437
arabic,471,arabic16,meknes,morocco,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=471
arabic,512,arabic17,settat,morocco,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=512
arabic,539,arabic18,kuwait city,kuwait,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=539
arabic,625,arabic19,khouribga,morocco,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=625
arabic,643,arabic20,"chtaura, beqa valley",lebanon,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=643
arabic,670,arabic21,beirut,lebanon,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=670
arabic,920,arabic22,abu dhabi,united arab emirates,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=920
arabic,927,arabic23,al mahalla,egypt,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=927
arabic,970,arabic24,cairo,egypt,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=970
arabic,1011,arabic25,ramun,israel (occupied territory),male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1011
arabic,1012,arabic26,amman,jordan,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1012
arabic,1013,arabic27,jerusalem,israel,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1013
arabic,1115,arabic28,al-ayn,united arab emirates,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1115
arabic,1116,arabic29,doha,qatar,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1116
arabic,1133,arabic30,riyadh,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1133
arabic,1181,arabic31,baghdad,iraq,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1181
arabic,1203,arabic32,baghdad,iraq,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1203
arabic,1204,arabic33,baghdad,iraq,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1204
arabic,1253,arabic34,kuwait city,kuwait,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1253
arabic,1391,arabic35,jiddah,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1391
arabic,1392,arabic36,jiddah,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1392
arabic,1393,arabic37,jiddah,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1393
arabic,1394,arabic38,"shady grove, maryland",usa,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1394
arabic,1405,arabic39,jiddah,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1405
arabic,1420,arabic40,jiddah,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1420
arabic,1421,arabic41,riyadh,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1421
arabic,1422,arabic42,jiddah,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1422
arabic,1426,arabic43,beirut,lebanon,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1426
arabic,1455,arabic44,jiddah,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1455
arabic,1456,arabic45,"fort collins, colorado",usa,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1456
arabic,1457,arabic46,jiddah,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1457
arabic,1458,arabic47,jiddah,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1458
arabic,1459,arabic48,mecca,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1459
arabic,1460,arabic49,medina,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1460
arabic,1461,arabic50,jiddah,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1461
arabic,1486,arabic51,jiddah,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1486
arabic,1487,arabic52,jiddah,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1487
arabic,1526,arabic53,rabat,morocco,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1526
arabic,1565,arabic54,baghdad,iraq,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1565
arabic,1569,arabic55,beirut,lebanon,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1569
arabic,1677,arabic56,ain defla,algeria,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1677
arabic,1699,arabic57,beirut,lebanon,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1699
arabic,1700,arabic58,baghdad,iraq,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1700
arabic,1702,arabic59,irbid,jordan,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1702
arabic,1711,arabic60,cairo,egypt,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1711
arabic,1753,arabic61,manama,bahrain,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1753
arabic,1768,arabic62,ad dammam,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1768
arabic,1769,arabic63,bani walid,libya,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1769
arabic,1777,arabic64,riyadh,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1777
arabic,1778,arabic65,samail,oman,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1778
arabic,1784,arabic66,medina,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1784
arabic,1785,arabic67,nasriah,iraq,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1785
arabic,1805,arabic68,london,uk,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1805
arabic,1810,arabic69,kerma,sudan,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1810
arabic,1827,arabic70,casablanca,morocco,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1827
arabic,1828,arabic71,kuwait city,kuwait,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1828
arabic,1832,arabic72,baghdad,iraq,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1832
arabic,1841,arabic73,nazareth,israel,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1841
arabic,1870,arabic74,alexandria,egypt,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1870
arabic,1885,arabic75,riyadh,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1885
arabic,1892,arabic76,jiddah,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1892
arabic,1894,arabic77,ad dammam,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1894
arabic,1897,arabic78,"washington, district of columbia",usa,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1897
arabic,1899,arabic79,medina,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1899
arabic,1901,arabic80,najran,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1901
arabic,1914,arabic81,riyadh,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1914
arabic,1917,arabic82,damascus,syria,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1917
arabic,1920,arabic83,riyadh,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1920
arabic,1927,arabic84,medina,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1927
arabic,1963,arabic85,ad dammam,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1963
arabic,1964,arabic86,cairo,egypt,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1964
arabic,2005,arabic87,kuwait city,kuwait,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2005
arabic,2008,arabic88,beirut,lebanon,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2008
arabic,2022,arabic89,baghdad,iraq,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2022
arabic,2036,arabic90,tripoli,libya,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2036
arabic,2086,arabic91,riyadh,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2086
arabic,2087,arabic92,baghdad,iraq,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2087
arabic,2112,arabic93,baghdad,iraq,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2112
arabic,2114,arabic94,abu dhabi,united arab emirates,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2114
arabic,2143,arabic95,kuwait city,kuwait,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2143
arabic,2153,arabic96,riyadh,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2153
arabic,2154,arabic97,sharjah,united arab emirates,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2154
arabic,2155,arabic98,ras al khaimah,united arab emirates,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2155
arabic,2157,arabic99,ad dammam,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2157
arabic,2159,arabic100,beirut,lebanon,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2159
arabic,2160,arabic101,doha,qatar,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2160
arabic,2161,arabic102,jiddah,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2161
arabic,2196,arabic103,baghdad,iraq,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2196
arabic,2200,arabic104,riyadh,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2200
arabic,2201,arabic105,riyadh,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2201
arabic,2202,arabic106,riyadh,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2202
arabic,2203,arabic107,riyadh,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2203
arabic,2204,arabic108,riyadh,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2204
arabic,2205,arabic109,riyadh,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2205
arabic,2216,arabic110,riyadh,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2216
arabic,2217,arabic111,riyadh,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2217
arabic,2218,arabic112,riyadh,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2218
arabic,2219,arabic113,riyadh,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2219
arabic,2220,arabic114,amman,jordan,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2220
arabic,2222,arabic115,damascus,syria,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2222
arabic,2243,arabic116,al ras,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2243
arabic,2253,arabic117,al ras,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2253
arabic,2254,arabic118,riyadh,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2254
arabic,2256,arabic119,jiddah,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2256
arabic,2257,arabic120,riyadh,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2257
arabic,2258,arabic121,riyadh,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2258
arabic,2268,arabic122,sabt alalaya,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2268
arabic,2304,arabic123,riyadh,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2304
arabic,2310,arabic124,geulmim,morocco,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2310
arabic,2311,arabic125,beersheba,israel,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2311
arabic,2312,arabic126,beersheba,israel,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2312
arabic,2313,arabic127,tarshiha-maalot,israel,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2313
arabic,2321,arabic128,riyadh,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2321
arabic,2331,arabic129,ramallah,palestine,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2331
arabic,2344,arabic130,unizah,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2344
arabic,2345,arabic131,riyadh,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2345
arabic,2387,arabic132,cairo,egypt,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2387
arabic,2399,arabic133,abha,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2399
arabic,2407,arabic134,abha,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2407
arabic,2410,arabic135,riyadh,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2410
arabic,2411,arabic136,"cardiff, wales",uk,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2411
arabic,2425,arabic137,al-ayn,united arab emirates,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2425
arabic,2426,arabic138,riyadh,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2426
arabic,2427,arabic139,khartoum,sudan,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2427
arabic,2433,arabic140,taif,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2433
arabic,2437,arabic141,cairo,egypt,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2437
arabic,2452,arabic142,almajmaah,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2452
arabic,2470,arabic143,medina,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2470
arabic,2479,arabic144,laayoune,morocco,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2479
arabic,2488,arabic145,riyadh,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2488
arabic,2508,arabic146,amman,jordan,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2508
arabic,2544,arabic147,baha,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2544
arabic,2550,arabic148,taif,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2550
arabic,2584,arabic149,riyadh,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2584
arabic,2592,arabic150,riyadh,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2592
arabic,2598,arabic151,riyadh,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2598
arabic,2607,arabic152,riyadh,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2607
arabic,2676,arabic153,kuwait city,kuwait,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2676
arabic,2693,arabic154,baha,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2693
arabic,2720,arabic155,buraydah,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2720
arabic,2730,arabic156,cairo,egypt,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2730
arabic,2734,arabic157,sanaa,yemen,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2734
arabic,2741,arabic158,jakarta,indonesia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2741
arabic,2742,arabic159,medina,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2742
arabic,2743,arabic160,amman,jordan,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2743
arabic,2749,arabic161,minya,egypt,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2749
arabic,2750,arabic162,buraydah,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2750
arabic,2752,arabic163,bouznika,morocco,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2752
arabic,2765,arabic164,sale,morocco,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2765
arabic,2771,arabic165,beirut,lebanon,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2771
arabic,2780,arabic166,buraydah,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2780
arabic,2788,arabic167,alkharj,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2788
arabic,2794,arabic168,jiddah,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2794
arabic,2809,arabic169,tripoli,libya,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2809
arabic,2811,arabic170,"vienna, virginia",usa,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2811
arabic,2832,arabic171,medina,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2832
arabic,2842,arabic172,"montgomery, alabama",usa,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2842
arabic,2858,arabic173,tyre,lebanon,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2858
arabic,2864,arabic174,riyadh,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2864
arabic,2868,arabic175,jiddah,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2868
arabic,2873,arabic176,jiddah,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2873
arabic,2889,arabic177,riyadh,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2889
arabic,2899,arabic178,jiddah,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2899
arabic,2900,arabic179,riyadh,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2900
arabic,2901,arabic180,riyadh,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2901
arabic,2902,arabic181,riyadh,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2902
arabic,2903,arabic182,riyadh,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2903
arabic,2904,arabic183,riyadh,saudi arabia,female,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2904
arabic,2905,arabic184,riyadh,saudi arabia,male,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2905
